0,1,0.5488135023,0,Difference:,IGG:,IPG:,Std div:
1,296,101.1866909,67,1.259994689,,,
1,302,103.3887099,68,2.202019013,,,
1,306,104.6219509,69,1.233241024,,,
1,310,105.8347566,70,1.212805677,,,
1,314,107.0698742,71,1.235117609,,,
1,318,108.2825131,72,1.212638864,,,
1,322,109.5207832,73,1.238270095,,,
1,326,110.7742716,74,1.253488438,,,
1,332,112.9809014,75,2.20662974,,,
1,336,114.2641857,76,1.283284352,,,
1,340,115.6645098,77,1.400324052,,,
1,344,116.9356346,78,1.271124794,,,
1,350,119.3841928,79,2.448558236,,,
1,356,121.6699824,80,2.285789564,,,
1,360,122.9025164,81,1.232534042,,,
1,364,124.1034565,82,1.200940075,,,
1,370,126.4881892,83,2.384732765,,,
1,374,127.8141826,84,1.325993381,,,
1,378,129.048348,85,1.234165417,,,
1,382,130.2685831,86,1.220235044,,,
1,386,131.556896,87,1.288312904,,,
1,392,133.7589272,88,2.202031246,,,
1,400,137.0051003,89,3.24617309,,,
1,404,138.2894086,90,1.284308303,,,
1,408,139.6110595,91,1.321650865,,,
1,412,140.8450942,92,1.234034674,,,
1,418,143.1018846,93,2.256790415,,,
1,422,144.3877239,94,1.285839297,,,
1,426,145.677383,95,1.289659087,,,
1,430,146.962305,96,1.284922081,,,
1,434,148.187547,97,1.225241999,,,
1,438,149.6927752,98,1.505228166,,,
1,442,150.9520376,99,1.259262403,,,
1,446,152.3393836,100,1.387345988,,,
1,452,154.6596075,101,2.320223857,,,
1,456,156.0052893,102,1.345681856,,,
1,460,157.2583616,103,1.25307225,,,
1,464,158.5708898,104,1.312528202,,,
1,468,159.7996308,105,1.228741048,,,
1,472,161.0372047,106,1.237573884,,,
1,476,162.5736417,107,1.536437045,,,
1,480,163.8624279,108,1.288786141,,,
1,484,165.1702114,109,1.307783488,,,
1,488,166.4463981,110,1.276186777,,,
1,492,167.6726039,111,1.226205724,,,
1,496,168.922835,112,1.25023108,,,
1,500,170.2192803,113,1.296445357,,,
1,506,172.4836908,114,2.264410471,,,
1,510,173.7195835,115,1.235892722,,,
1,514,175.0275155,116,1.30793202,,,
1,518,176.2617755,117,1.234259962,,,
1,522,177.558013,118,1.296237506,,,
1,526,178.8140091,119,1.255996107,,,
1,532,181.0285665,120,2.214557398,,,
1,536,182.2382588,121,1.209692275,,,
1,540,183.4819616,122,1.243702801,,,
1,544,184.7622168,123,1.280255199,,,
1,548,185.9656371,124,1.203420342,,,
1,552,187.5128907,125,1.547253548,,,
1,556,188.7516037,126,1.238713009,,,
1,560,189.9766118,127,1.225008149,,,
1,564,191.1918412,128,1.215229363,,,
1,568,192.4020732,129,1.210232061,,,
1,572,194.0158542,130,1.613780976,,,
1,576,195.2460108,131,1.230156591,,,
1,580,196.5230185,132,1.277007686,,,
1,588,199.7824258,133,3.25940735,,,
2,3,0.7744065781,0,,,,
2,7,2.066728891,0,,,,
2,11,3.345449005,0,,,,
2,15,4.600553854,0,,,,
2,19,5.904369784,0,,,,
2,23,7.161921704,0,,,,
2,27,8.584274146,0,,,,
2,33,10.81610976,0,,,,
2,37,12.08105439,0,,,,
2,41,13.44827551,0,,,,
2,45,14.71366377,0,,,,
2,49,15.96355097,0,,,,
2,53,17.3443879,0,,,,
2,59,19.553504,0,,,,
2,63,20.75554656,0,,,,
2,67,22.13429533,0,,,,
2,71,23.48487375,0,,,,
2,77,25.88896297,0,,,,
2,81,27.15313389,0,,,,
2,85,28.5145341,0,,,,
2,89,29.78803054,0,,,,
2,93,31.10162444,0,,,,
2,99,33.40376762,0,,,,
2,103,34.61924059,0,,,,
2,107,36.10868264,0,,,,
2,111,37.38246537,0,,,,
2,117,39.64663484,0,,,,
2,121,40.86725517,0,,,,
2,125,42.20078418,0,,,,
2,129,43.42518903,0,,,,
2,133,44.63971684,0,,,,
2,139,46.93585493,0,,,,
2,145,49.16099912,0,,,,
2,149,50.40985483,0,,,,
2,153,51.84274617,0,,,,
2,157,53.10252077,0,,,,
2,161,54.39747023,0,,,,
2,165,55.83010534,0,,,,
2,169,57.04056146,0,,,,
2,175,59.35045271,0,,,,
2,179,60.66151245,0,,,,
2,187,63.87531532,0,,,,
2,191,65.11321152,0,,,,
2,195,66.35842172,0,,,,
2,199,67.6428645,0,,,,
2,205,69.9434516,0,,,,
2,209,71.46274627,0,,,,
2,215,73.68617642,0,,,,
2,219,74.90376777,0,,,,
2,223,76.20964205,0,,,,
2,227,77.4388501,0,,,,
2,231,78.70164426,0,,,,
2,235,79.92967196,0,,,,
2,239,81.1469847,0,,,,
2,243,82.35868024,0,,,,
2,247,83.66548746,0,,,,
2,251,84.88035869,0,,,,
2,255,86.10224675,0,,,,
2,259,87.34824815,0,,,,
2,263,88.72028131,0,,,,
2,271,92.1022632,0,,,,
2,275,93.31236668,0,,,,
2,279,94.88726983,0,,,,
2,283,96.15050349,0,,,,
2,287,97.72669622,0,,,,
2,293,99.9866909,0,,,,
2,297,101.1887099,0,,,,
2,303,103.4219509,0,,,,
2,307,104.6347566,0,,,,
2,311,105.8698742,0,,,,
2,315,107.0825131,0,,,,
2,319,108.3207832,0,,,,
2,323,109.5742716,0,,,,
2,327,110.7809014,0,,,,
2,333,113.0641857,0,,,,
2,337,114.4645098,0,,,,
2,341,115.7356346,0,,,,
2,345,117.1841928,0,,,,
2,351,119.4699824,0,,,,
2,357,121.7025164,0,,,,
2,361,122.9034565,0,,,,
2,365,124.2881892,0,,,,
2,371,126.6141826,0,,,,
2,375,127.848348,0,,,,
2,379,129.0685831,0,,,,
2,383,130.356896,0,,,,
2,387,131.5589272,0,,,,
2,393,133.8051003,0,,,,
2,401,137.0894086,0,,,,
2,405,138.4110595,0,,,,
2,409,139.6450942,0,,,,
2,413,140.9018846,0,,,,
2,419,143.1877239,0,,,,
2,423,144.477383,0,,,,
2,427,145.762305,0,,,,
2,431,146.987547,0,,,,
2,435,148.4927752,0,,,,
2,439,149.7520376,0,,,,
2,443,151.1393836,0,,,,
2,447,152.4596075,0,,,,
2,453,154.8052893,0,,,,
2,457,156.0583616,0,,,,
2,461,157.3708898,0,,,,
2,465,158.5996308,0,,,,
2,469,159.8372047,0,,,,
2,473,161.3736417,0,,,,
2,477,162.6624279,0,,,,
2,481,163.9702114,0,,,,
2,485,165.2463981,0,,,,
2,489,166.4726039,0,,,,
2,493,167.722835,0,,,,
2,497,169.0192803,0,,,,
2,501,170.2836908,0,,,,
2,507,172.5195835,0,,,,
2,511,173.8275155,0,,,,
2,515,175.0617755,0,,,,
2,519,176.358013,0,,,,
2,523,177.6140091,0,,,,
2,527,178.8285665,0,,,,
2,533,181.0382588,0,,,,
2,537,182.2819616,0,,,,
2,541,183.5622168,0,,,,
2,545,184.7656371,0,,,,
2,549,186.3128907,0,,,,
2,553,187.5516037,0,,,,
2,557,188.7766118,0,,,,
2,561,189.9918412,0,,,,
2,565,191.2020732,0,,,,
2,569,192.8158542,0,,,,
2,573,194.0460108,0,,,,
2,577,195.3230185,0,,,,
2,581,196.5824258,0,,,,
2,589,199.8258604,0,,,,
3,4,0.8744065781,1,,,,
3,8,2.166728891,2,,,,
3,12,3.445449005,3,,,,
3,16,4.700553854,4,,,,
3,20,6.004369784,5,,,,
3,24,7.261921704,6,,,,
3,28,8.684274146,7,,,,
3,34,10.91610976,8,,,,
3,38,12.18105439,9,,,,
3,42,13.54827551,10,,,,
3,46,14.81366377,11,,,,
3,50,16.06355097,12,,,,
3,54,17.4443879,13,,,,
3,60,19.653504,14,,,,
3,64,20.85554656,15,,,,
3,68,22.23429533,16,,,,
3,72,23.58487375,17,,,,
3,78,25.98896297,18,,,,
3,82,27.25313389,19,,,,
3,86,28.6145341,20,,,,
3,90,29.88803054,21,,,,
3,94,31.20162444,22,,,,
3,100,33.50376762,23,,,,
3,104,34.71924059,24,,,,
3,108,36.20868264,25,,,,
3,112,37.48246537,26,,,,
3,118,39.74663484,27,,,,
3,122,40.96725517,28,,,,
3,126,42.30078418,29,,,,
3,130,43.52518903,30,,,,
3,134,44.73971684,31,,,,
3,140,47.03585493,32,,,,
3,146,49.26099912,33,,,,
3,150,50.50985483,34,,,,
3,154,51.94274617,35,,,,
3,158,53.20252077,36,,,,
3,162,54.49747023,37,,,,
3,166,55.93010534,38,,,,
3,170,57.14056146,39,,,,
3,176,59.45045271,40,,,,
3,180,60.76151245,41,,,,
3,188,63.97531532,42,,,,
3,192,65.21321152,43,,,,
3,196,66.45842172,44,,,,
3,200,67.7428645,45,,,,
3,206,70.0434516,46,,,,
3,210,71.56274627,47,,,,
3,216,73.78617642,48,,,,
3,220,75.00376777,49,,,,
3,224,76.30964205,50,,,,
3,228,77.5388501,51,,,,
3,232,78.80164426,52,,,,
3,236,80.02967196,53,,,,
3,240,81.2469847,54,,,,
3,244,82.45868024,55,,,,
3,248,83.76548746,56,,,,
3,252,84.98035869,57,,,,
3,256,86.20224675,58,,,,
3,260,87.44824815,59,,,,
3,264,88.82028131,60,,,,
3,272,92.2022632,61,,,,
3,276,93.41236668,62,,,,
3,280,94.98726983,63,,,,
3,284,96.25050349,64,,,,
3,288,97.82669622,65,,,,
3,294,100.0866909,66,,,,
3,298,101.2887099,67,,,,
3,304,103.5219509,68,,,,
3,308,104.7347566,69,,,,
3,312,105.9698742,70,,,,
3,316,107.1825131,71,,,,
3,320,108.4207832,72,,,,
3,324,109.6742716,73,,,,
3,328,110.8809014,74,,,,
3,334,113.1641857,75,,,,
3,338,114.5645098,76,,,,
3,342,115.8356346,77,,,,
3,346,117.2841928,78,,,,
3,352,119.5699824,79,,,,
3,358,121.8025164,80,,,,
3,362,123.0034565,81,,,,
3,366,124.3881892,82,,,,
3,372,126.7141826,83,,,,
3,376,127.948348,84,,,,
3,380,129.1685831,85,,,,
3,384,130.456896,86,,,,
3,388,131.6589272,87,,,,
3,394,133.9051003,88,,,,
3,402,137.1894086,89,,,,
3,406,138.5110595,90,,,,
3,410,139.7450942,91,,,,
3,414,141.0018846,92,,,,
3,420,143.2877239,93,,,,
3,424,144.577383,94,,,,
3,428,145.862305,95,,,,
3,432,147.087547,96,,,,
3,436,148.5927752,97,,,,
3,440,149.8520376,98,,,,
3,444,151.2393836,99,,,,
3,448,152.5596075,100,,,,
3,454,154.9052893,101,,,,
3,458,156.1583616,102,,,,
3,462,157.4708898,103,,,,
3,466,158.6996308,104,,,,
3,470,159.9372047,105,,,,
3,474,161.4736417,106,,,,
3,478,162.7624279,107,,,,
3,482,164.0702114,108,,,,
3,486,165.3463981,109,,,,
3,490,166.5726039,110,,,,
3,494,167.822835,111,,,,
3,498,169.1192803,112,,,,
3,502,170.3836908,113,,,,
3,508,172.6195835,114,,,,
3,512,173.9275155,115,,,,
3,516,175.1617755,116,,,,
3,520,176.458013,117,,,,
3,524,177.7140091,118,,,,
3,528,178.9285665,119,,,,
3,534,181.1382588,120,,,,
3,538,182.3819616,121,,,,
3,542,183.6622168,122,,,,
3,546,184.8656371,123,,,,
3,550,186.4128907,124,,,,
3,554,187.6516037,125,,,,
3,558,188.8766118,126,,,,
3,562,190.0918412,127,,,,
3,566,191.3020732,128,,,,
3,570,192.9158542,129,,,,
3,574,194.1460108,130,,,,
3,578,195.4230185,131,,,,
3,582,196.6824258,132,,,,
3,590,199.9258604,133,,,,
